Date,Open,High,Low,Volume,Close,OBV,VROC_10,VROC_20,ADI,ADI_CUMSUM,VWAP,SMA_VOL_10,SMA_VOL_20,EMA_VOL_10,EMA_VOL_20,VOL_STD_10,VOL_STD_20,VOLUME_ZSCORE,VOLUME_TREND,VOLUME_SURGE,MACD,Signal Line,Histogram,Buy Signal,Sell Signal,Rolling Mean,Upper Band,Lower Band,Signal,Close_RSI
2012-09-13,494.78321,494.78321,494.78321,1,494.78321,0.0,,,,,494.78321,,,1.0,1.0,,,,,,0.0,0.0,0.0,False,False,,,,,
2012-09-12,495.020066,495.020066,495.020066,1,495.020066,1.0,,,,,494.901638,,,1.0,1.0,,,,,,0.01889449572644253,0.0037788991452885057,0.015115596581154023,False,False,,,,,
2012-09-11,495.255407,495.255407,495.255407,1,495.255407,2.0,,,,,495.019561,,,1.0,1.0,,,,,,0.05225619470621723,0.01347435825747425,0.03878183644874298,False,False,,,,,
2012-09-10,495.487726,495.487726,495.487726,1,495.487726,3.0,,,,,495.13660225,,,1.0,1.0,,,,,,0.09633133556258144,0.030045753718495695,0.06628558184408576,False,False,,,,,
2012-09-07,495.715539,495.715539,495.715539,1,495.715539,4.0,,,,,495.25238959999996,,,1.0,1.0,,,,,,0.14793846488805684,0.053624295952407926,0.09431416893564892,False,False,,,,,
2012-09-06,495.937388,495.937388,495.937388,1,495.937388,5.0,,,,,495.36655599999995,,,1.0,1.0,,,,,,0.20438284866293088,0.08377600649451253,0.12060684216841835,False,False,,,,,
2012-09-05,496.151853,496.151853,496.151853,1,496.151853,6.0,,,,,495.4787412857142,,,1.0,1.0,,,,,,0.2633848262795482,0.11969777045151966,0.14368705582802851,False,False,,,,,
2012-09-04,496.357562,496.357562,496.357562,1,496.357562,7.0,,,,,495.58859387499996,,,1.0,1.0,,,,,,0.32301974519538135,0.16036216540029202,0.16265757979508932,False,False,,,,,
2012-08-31,496.5532,496.5532,496.5532,1,496.5532,8.0,,,,,495.69577233333325,,,1.0,1.0,,,,,,0.3816675734605042,0.20462324701233447,0.1770443264481697,False,False,,,,,
2012-08-30,496.737514,496.737514,496.737514,1,496.737514,9.0,,,,,495.7999465,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.4379703497541527,0.2512926675606981,0.1866776821934546,False,False,,,,,
2012-08-29,496.909327,496.909327,496.909327,1,496.909327,10.0,0.0,,,,495.9007992727273,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.4907969767676832,0.29919352940209515,0.19160344736558804,False,False,,,,,
2012-08-28,497.067538,497.067538,497.067538,1,497.067538,11.0,0.0,,,,495.99802750000003,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.5392130523279093,0.347197433987258,0.19201561834065128,False,False,,,,,
2012-08-27,497.211136,497.211136,497.211136,1,497.211136,12.0,0.0,,,,496.09134353846156,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.5824561080821695,0.3942491688062403,0.18820693927592924,False,False,,,,,
2012-08-24,497.339201,497.339201,497.339201,1,497.339201,13.0,0.0,,,,496.1804762142857,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.6199143300197534,0.43938220104894293,0.18053212897081045,False,False,,,,,99.99999994522672
2012-08-23,497.450916,497.450916,497.450916,1,497.450916,14.0,0.0,,,,496.2651722,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.651109126922222,0.4817275862235988,0.1693815406986232,False,False,,,,,99.99999994752045
2012-08-22,497.545564,497.545564,497.545564,1,497.545564,15.0,0.0,,,,496.3451966875,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.675679715641536,0.5205180121071863,0.15516170353434966,False,False,,,,,99.99999994456539
2012-08-21,497.62254,497.62254,497.62254,1,497.62254,16.0,0.0,,,,496.4203345294118,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.6933706587618644,0.5550885414381219,0.13828211732374251,False,False,,,,,99.99999994085672
2012-08-20,497.681353,497.681353,497.681353,1,497.681353,17.0,0.0,,,,496.49039111111114,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.7040210596823044,0.5848750450869584,0.11914601459534602,False,False,,,,,99.99999993617875
2012-08-17,497.721626,497.721626,497.721626,1,497.721626,18.0,0.0,,,,496.5551929473684,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.7075550198372298,0.6094110400370127,0.09814397980021705,False,False,,,,,99.9999999302124
2012-08-16,497.7431,497.7431,497.7431,1,497.7431,19.0,0.0,,,,496.61458830000004,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.7039735126099913,0.6283235345516085,0.0756499780583828,False,False,496.61458830000004,498.55971702919777,494.6694595708023,0.7900866361851134,99.99999992246826
2012-08-15,497.74564,497.74564,497.74564,1,497.74564,20.0,0.0,0.0,,,496.6684479047619,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.6933476193395336,0.6413283515091935,0.052019267830340055,False,False,496.7627098,498.56669832357073,494.95872127642923,0.7724324980888517,99.9999999121589
2012-08-14,497.729228,497.729228,497.729228,1,497.729228,19.0,0.0,0.0,,,496.71666518181814,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.6758118725397821,0.6482250557153113,0.02758681682447084,False,False,496.8981679,498.55178603180553,495.2445497681944,0.7512853735743031,98.83146185564561
2012-08-13,497.69397,497.69397,497.69397,1,497.69397,18.0,0.0,0.0,,,496.75915669565217,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.6515588757873729,0.6488918197297237,0.0026670560576492752,False,False,497.02009605,498.51577118572817,495.52442091427184,0.7252741701398612,95.84683015634808
2012-08-10,497.64009,497.64009,497.64009,1,497.64009,17.0,0.0,0.0,,,496.79586225,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.6208339481233907,0.6432802454084572,-0.02244629728506653,False,True,497.12771425,498.45995103302744,495.79547746697256,0.6922990554410463,90.52237802850135
2012-08-09,497.567935,497.567935,497.567935,1,497.567935,16.0,0.0,0.0,,,496.82674516,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.5839307261857698,0.6314103415639198,-0.04747961537815004,False,False,497.22033405,498.38639330133566,496.0542747986644,0.6490494370684017,82.47516304891417
2012-08-08,497.477964,497.477964,497.477964,1,497.477964,15.0,0.0,0.0,,,496.8517920384615,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.5411862904661575,0.6133655313443673,-0.07217924087820982,False,False,497.29736285,498.2984466045337,496.29627909546633,0.5902028172877999,71.6977978972048
2012-08-07,497.370755,497.370755,497.370755,1,497.370755,14.0,0.0,0.0,,,496.87101288888886,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.49297741016772534,0.5892879071090389,-0.09631049694131355,False,False,497.35830795000004,498.20176059541376,496.5148553045863,0.5073786300082261,58.776167204256666
2012-08-06,497.246993,497.246993,497.246993,1,497.246993,13.0,0.0,0.0,,,496.88444075,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.4397161915844663,0.5593735640041244,-0.11965737241965813,False,False,497.4027795,498.10623756301175,496.69932143698827,0.38927094009480845,44.906119349023136
2012-08-03,497.107469,497.107469,497.107469,1,497.107469,12.0,0.0,0.0,,,496.89213137931034,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.38184618623756705,0.523868088450813,-0.14202190221324595,False,False,497.43049295000003,498.02884422490365,496.8321416750964,0.23007164557969706,31.592408530187043
2012-08-02,496.953076,496.953076,496.953076,1,496.953076,11.0,0.0,0.0,,,496.8941628666667,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.3198386642565083,0.48306220361195207,-0.16322353935544376,False,False,497.44127104999995,497.9930144970669,496.889527602933,0.05758871936297346,20.15594774719905
2012-08-01,496.784802,496.784802,496.784802,1,496.784802,10.0,0.0,0.0,,,496.8906350967742,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.25418882037683943,0.43728752696492956,-0.18309870658809013,False,False,497.4350448,498.01419313415926,496.8558964658408,-0.061378460100353395,11.35673810134702
2012-07-31,496.603723,496.603723,496.603723,1,496.603723,9.0,0.0,0.0,,,496.88166909375,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.18541197038132395,0.38691241564820844,-0.2015004452668845,False,False,497.41185405000004,498.0828296532831,496.740878446717,-0.10220598636215383,5.32969546820982
2012-07-30,496.410998,496.410998,496.410998,1,496.410998,8.0,0.0,0.0,,,496.86740633333335,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.11403994294460063,0.3323379211074869,-0.21829797816288626,False,False,497.37184715,498.1755102493839,496.56818405061614,-0.09779349750949136,1.767481980370448
